culture_QUE_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x,,,,
culture_MAN_title;Force Culture on Avalonia;;;;;;;;;;;x,,,,
culture_MAN_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_CSA_title;Force Culture on Prasutaga;;;;;;;;;;;x,,,,
culture_CSA_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_CAL_title;Force Culture on Ponnimari;;;;;;;;;;;x,,,,
culture_CAL_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_COL_title;Force Culture on Zaqia;;;;;;;;;;;x,,,,
culture_COL_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_CUB_title;Force Culture on Nessos;;;;;;;;;;;x,,,,
culture_CUB_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_TEX_title;Force Culture on Enokai;;;;;;;;;;;x,,,,
culture_TEX_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_MEX_title;Force Culture on Malaika;;;;;;;;;;;x,,,,
culture_MEX_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_BRZ_title;Force Culture on Eparan;;;;;;;;;;;x,,,,
culture_BRZ_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_PRG_title;Force Culture on Torea;;;;;;;;;;;x,,,,
culture_PRG_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_ARG_title;Force Culture on Qart-Gadir;;;;;;;;;;;x,,,,
culture_ARG_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_NZL_title;Force Culture on Neu Swebia;;;;;;;;;;;x,,,,
culture_NZL_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_GCO_title;Force Culture on Tiodash;;;;;;;;;;;x,,,,
culture_GCO_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
culture_ZAN_title;Force Culture on Zanjiver;;;;;;;;;;;x,,,,
culture_ZAN_desc;We've recently taken a colony from another nation, we should make sure to force our culture onto them;;;;;;;;;;;x
info_unciv_title;Vae Victis Northern Europe Info;;;;;;;;;;;x,,,,
info_unciv_desc;Northern Europe is largely unciv, and you've been unfortunately rostered as one of these nations. There is no Conquest RP by default, only once your form your nation do you get it usually. For now, they are intended to be a bit underpowered, but depending on feedback new decisions will be added to make playing and surviving there a bit more bearable.;;;;;;;;;;;x,,,,
info_rewm_title;Vae Victis Rewmqart Federation Info;;;;;;;;;;;x,,,,
info_rewm_desc;You are playing one of the three nations which can form the Rewmqart Federation: Rewm, Illyria, and Celtipunicum. Forming this nation is based on PUIR Italy formation with the following Victory Points: Mediolanum, Modena, Florence, Rewm, Sicily, Tyrae, Trieste, and Iader. However, this is a timed formable.\n\n§RIf this nation is not formed by 700, or if Italia forms (real) Rome, then the option of forming this nation is Lost forever, much like forming HRE in DoD.;;;;;;;;;;;x,,,,
info_india_title;Vae Victis India Info;;;;;;;;;;;x,,,,
info_india_desc;The Indian thunderdome is between one native Indian tag and 2 colonizers. Mauryans start out with a bad debuff and the two other nations have the usual Culture Group bonus against Indian cultures. If you only want to roster one Indian nation I would suggest either Indo-Greeks or Sevasm instead of Maurya since they have a much slower but stable start.;;;;;;;;;;;x,,,,
info_persia_title;Vae Victis Parthia Info;;;;;;;;;;;x,,,,
info_persia_desc;Parthia is in a central situation, in between two thunderdomes, and is a cultural isolate. As such their decision address this: They have a special 'Sit back and Do nothing' Decision early game which allows them to scale very well early game, and later they get a special National Focus that allows them to rapidly assimilate a state to Persian.;;;;;;;;;;;x,,,,
info_africa_title;Vae Victis Africa Info;;;;;;;;;;;x,,,,
info_africa_desc;The 3 'Old World Colonial Nations' start out as the only Immigrant nations in the game, however this will not last. After 690, they will lose their New World status and stop gaining Immigration as all the Immigrants will likely flow to the American Puppets...However they will get a massive assimilation bonus against Barbarian culture after losing their New World status. Essentially, you should try to hoover up as many Immigrants as possible before 690, then you have to actually play like a real nation afterwards.;;;;;;;;;;;x,,,,
